"Principal Investigator","CoInvestigator","Role",DeptID,"Department","Proposal","Award ID","Title","Created","Deadline","Type","Proposal Status","Award Status","Begin Date","End Date","Indirect Costs","Indirect Cost%","Matching Funds","Partner Contrib","Requested Amount","Sponsor","Pgm Name","Comp Name","Keyword"
"Atkinson,Burr G","Atkinson,Burr G","PI",231000,"Zoology","0000014959","R1832A01002","REGULATION OF GENE EXPRESSION","2009-09-11","1982-11-01","RNW","Accepted","Closed","1983-04-01","1986-03-31","N","0.000","N","N","$286,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1982 - CONVERSION","FR0P Conversion"
"Atkinson,Burr G","Atkinson,Burr G","PI",231000,"Zoology","0000014960","R1832A01003","REGULATION OF GENE EXPRESSION","2009-09-11","1985-11-01","RNW","Accepted","Closed","1986-04-01","1989-03-31","N","0.000","N","N","$307,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1985 - CONVERSION","FR0P Conversion"
"Atkinson,Burr G","Atkinson,Burr G","PI",231000,"Zoology","0000014961","R1832A01004","REGUL.OF GENE EXPRESSION","2009-09-11","1988-11-01","RNW","Accepted","Closed","1989-04-01","1992-03-31","N","0.000","N","N","$272,245.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1988 - CONVERSION","FR0P Conversion"
"Atkinson,Burr G","Atkinson,Burr G","PI",231000,"Zoology","0000014962","R1832A01005","REGULATION OF GENE EXPRESSION","2009-09-11","1991-11-01","RNW","Accepted","Closed","1992-04-01","1996-03-31","N","0.000","N","N","$283,944.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1991 - CONVERSION","FR0P Conversion"
"Atkinson,Burr G","Atkinson,Burr G","PI",231000,"Zoology","0000014963","R1832A01006","THYROID HORMONE-INDUCED REGULATION OF GENE EXPRESSION DU","2009-09-11","1995-11-01","RNW","Accepted","Closed","1996-04-01","2000-03-31","N","0.000","N","N","$378,200.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1995 - CONVERSION","FR0P Conversion"
"Atkinson,Burr G","Atkinson,Burr G","PI",231000,"Zoology","0000014965","R1832A02","SUMMER CAREER PLACEMENT 1998","2009-09-11","1998-03-27","NEW","Accepted","Closed","1998-05-01","1998-08-31","N","0.000","N","N","$9,982.00","HUMAN RESOURCES & SKILLS DEVELOPMENT CAN","SUMMER CAREER PLACEMENT PROGRAM","1998 - CONVERSION","FR0P Conversion"
"Atkinson,Burr G","Atkinson,Burr G","PI",231000,"Zoology","0000014966","R1832A03","REGULATION OF VERTEBRATE SKELETAL MUSCLE DIFFERENTIATION","2009-09-11","1999-06-18","NEW","Accepted","Closed","1999-07-01","2000-06-30","N","0.000","N","N","$7,000.00","FUNDS TRANSFER ACCOUNTS","FTA CHILDRENS HOSPITAL","1999 - CONVERSION","FR0P Conversion"
"Atkinson,Burr G","Atkinson,Burr G","PI",231200,"Department of Biology","0000014964","R1832A01007","THYROID HORMONE-INDUCED REGULATION OF GENE EXPRESSION DU","2009-09-11","1999-11-01","RNW","Accepted","Closed","2000-04-01","2005-03-31","N","0.000","N","N","$308,560.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1999 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000018506","R4120A02","CANADIAN GROUND MOTION STUDIES","2009-09-11","2007-11-01","NEW","Accepted","Accepted","2007-09-01","2012-03-31","N","0.000","N","N","$295,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2007 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000018507","R4120A01","START UP FUNDS","2009-09-11","2007-01-01","NEW","Accepted","Accepted","2007-07-01","2014-03-31","N","0.000","N","N","$80,000.00","UWO INTERNAL SCIENCE","INTERNAL FUNDING","2007 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000018508","R4120A03","ACCELERATOR GRANT","2009-09-11","2007-04-01","NEW","Accepted","Closed","2007-09-01","2011-03-31","N","0.000","N","N","$1.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","ACCELERATOR GRANT FOR EXCEPTIONAL NEW OPPORTUNITIES","2007 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000018509","R4120A04","3D SEISMIC MONITORING AT SNO","2009-09-11","2007-12-19","NEW","Accepted","Closed","2008-02-27","2010-02-26","N","0.000","N","N","$75,000.00","NUCLEAR WASTE MNGMNT ORG","RESEARCH FUNDING","2007 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000018510","R4120000","OVERHEAD RECOVERY","2009-09-11","2008-04-23","ICA","Accepted","Accepted","2008-02-27","2014-04-30","N","0.000","N","N","$1.00","UWO RESEARCH OVERHEADS","ALLOCATIONS FROM RESEARCH OVERHEADS","2008 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000018511","R4120A05","REDUCING URBAN SEISMIC RISK","2009-09-11","2008-02-25","NEW","Accepted","Accepted","2008-09-30","2013-09-29","N","0.000","N","N","$211,987.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC NETWORK GRANTS","2008 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000018512","R4120A06","BRUCE BOREHOLE MAINTENANCE","2009-09-11","2008-01-01","NEW","Accepted","Accepted","2009-01-01","2015-06-30","N","0.000","N","N","$75,840.00","NUCLEAR WASTE MNGMNT ORG","RESEARCH FUNDING","2009 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000018794","X3159A23","CRC IN EARTHQUAKE HAZARDS AND GROUND MOTIONS - ATKINSON,","2009-09-11","2006-04-18","NEW","Accepted","Accepted","2007-09-01","2014-08-31","N","0.000","N","N","$1,400,000.00","CANADA RESEARCH CHAIRS","TIER I NSERC CHAIR","2006 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000018811","X3159A39","CRC IN EARTHQUAKE HAZARDS AND GROUND MOTIONS - ATKINSON,","2009-09-11","2008-04-01","NEW","Accepted","Accepted","2008-04-01","2014-08-31","N","0.000","N","N","$173,892.00","FUNDS TRANSFER ACCOUNTS","FTA CANADA RESEARCH CHAIRS","2008 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000022276","W4123A02","ENGINEERING SEISMOLOGY TOOLBOX","2009-09-11","2006-02-20","NEW","Accepted","Closed","2007-09-01","2012-03-31","N","0.000","N","N","$197,172.00","ONTARIO RESEARCH FUND","RESEARCH INFRASTRUCTURE","2006 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000022277","W4123A01","ENGINEERING SEISMOLOGY TOOLBOX FOR CANADIAN SEISMIC HAZA","2009-09-11","2006-09-05","NEW","Accepted","Closed","2007-09-01","2011-03-31","N","0.000","N","N","$197,173.00","CANADA FOUNDATION INNOVATION","CRC LEADERS OPPORTUNITY FUND","2006 - CONVERSION","FR0P Conversion"
"Atkinson,Gail M","Atkinson,Gail M","PI",230700,"Earth Sciences","0000025904","R4120A11","Study of underground motions using data from URL, Manito","2010-07-09","2010-07-23","NEW","Accepted","Accepted","2012-09-01","2014-04-30","N","0.000","N","N","$58,800.00","UWO INTERNAL SCIENCE","DOCTORAL SUPERVISION INTERNAL GRANT","2010 SPRING DSIG","Seismology"
"Atkinson,Gail Marie","Atkinson,Gail Marie","PI",230700,"Earth Sciences","0000028323","R4120A09","Real-time ground-motion tools for seismic hazard managem","2011-05-20","2011-05-20","NEW","Accepted","Accepted","2012-01-01","2016-12-31","N","0.000","Y","N","$870,756.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH & DEVELOPMENT GRANT","2011 OPEN COMPETITION","Earthquake Detection"
"Atkinson,Gail Marie","Atkinson,Gail Marie","PI",230700,"Earth Sciences","0000028323","R4120A09","Real-time ground-motion tools for seismic hazard managem","2011-05-20","2011-05-20","NEW","Accepted","Accepted","2012-01-01","2016-12-31","N","0.000","Y","N","$870,756.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH & DEVELOPMENT GRANT","2011 OPEN COMPETITION","Earthquake Hazard"
"Atkinson,Gail Marie","Atkinson,Gail Marie","PI",230700,"Earth Sciences","0000028323","R4120A09","Real-time ground-motion tools for seismic hazard managem","2011-05-20","2011-05-20","NEW","Accepted","Accepted","2012-01-01","2016-12-31","N","0.000","Y","N","$870,756.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH & DEVELOPMENT GRANT","2011 OPEN COMPETITION","Ground Motion"
"Atkinson,Gail Marie","Atkinson,Gail Marie","PI",230700,"Earth Sciences","0000028323","R4120A09","Real-time ground-motion tools for seismic hazard managem","2011-05-20","2011-05-20","NEW","Accepted","Accepted","2012-01-01","2016-12-31","N","0.000","Y","N","$870,756.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH & DEVELOPMENT GRANT","2011 OPEN COMPETITION","Nuclear Power Plants"
"Atkinson,Gail Marie","Atkinson,Gail Marie","PI",230700,"Earth Sciences","0000028323","R4120A09","Real-time ground-motion tools for seismic hazard managem","2011-05-20","2011-05-20","NEW","Accepted","Accepted","2012-01-01","2016-12-31","N","0.000","Y","N","$870,756.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH & DEVELOPMENT GRANT","2011 OPEN COMPETITION","Seismic Hazard"
"Atkinson,Gail Marie","Atkinson,Gail Marie","PI",230700,"Earth Sciences","0000028917","R4120A07","Darlington Seismograph Relocation","2011-09-21","2011-08-09","NEW","Accepted","Closed","2011-08-01","2011-10-31","P","40.000","N","N","$63,000.00","ONTARIO POWER GENERATION","CONTRACT","2011 SUMMER COMPETITION","Seismology"
"Atkinson,Gail Marie","Atkinson,Gail Marie","PI",230700,"Earth Sciences","0000029160","R4120A02001","CANADIAN GROUND MOTION STUDIES","2011-10-05","2011-11-01","RNW","Accepted","Accepted","2012-04-01","2017-03-31","N","0.000","N","N","$453,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2011 FALL COMPETITION - FULL APPLICATION","FR0P Conversion"
"Atkinson,Gail Marie","Atkinson,Gail Marie","PI",230700,"Earth Sciences","0000029703","R4120A08","Continued Operation of Southern Ontario Seismographic Ne","2011-11-15","2011-11-15","NEW","Accepted","Accepted","2012-01-01","2016-12-31","P","40.000","N","N","$243,780.00","ONTARIO POWER GENERATION","CONTRACT","2011 OPEN COMPETITION","Seismic"
"Atkinson,Gail Marie","Atkinson,Gail Marie","PI",230700,"Earth Sciences","0000030577","R4120A10","Characterization of Earthquake Ground Motions and Hazard","2012-04-04","2012-04-01","NEW","Accepted","Accepted","2012-04-01","2015-03-31","N","0.000","N","N","$40,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY ACCELERATOR SUPPLEMENT","2012 - COMPETITION","Ground Motion"
"Atkinson,Gail Marie","Atkinson,Gail Marie","PI",230700,"Earth Sciences","0000030609","X1277B62","IOF- Engineering Seismology Toolbox","2012-04-13","2012-06-15","NEW","Accepted","Accepted","2012-04-01","2015-03-31","N","0.000","N","N","$38,000.00","CANADA FOUNDATION INNOVATION","INFRASTRUCTURE OPERATING FUND","2012 SUMMER COMPETITION","Engineering Management Information Systems"
"Baddour,Raouf E","Trick,Charles G","CPI",231200,"Department of Biology","0000002622","R0612A05","BUBBLE DEVICES FOR ATTENUATION OF WAVES AND IMPROVEMENT","2009-09-11","1999-06-23","NEW","Accepted","Closed","1999-08-01","2004-07-31","N","0.000","N","N","$9,950.00","FRIENDS ENVIRONMENT FOUNDATION","RESEARCH GRANTS","1999 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000016448","R1908A01","HIERARCHIAL STRUCTURE","2009-09-11","1989-11-01","NEW","Accepted","Closed","1990-04-01","1993-03-31","N","0.000","N","N","$105,153.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1989 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000016449","R1908A01001","HIERARCHICAL BENTHIC INVERTEBR","2009-09-11","1992-11-01","RNW","Accepted","Closed","1993-04-01","1997-03-31","N","0.000","N","N","$126,290.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1992 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000016450","R1908A01002","APPLYING HIERARCHICAL COMMUNITY ECOLOGY TO THE MODELING","2009-09-11","1996-11-01","RNW","Accepted","Closed","1997-04-01","2001-03-31","N","0.000","N","N","$162,820.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1996 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000016453","R1908A05","NRG - R.M. TAYLOR","2009-09-11","1996-03-26","NEW","Accepted","Closed","1996-04-01","1997-03-31","N","0.000","N","N","$3,300.00","FUNDS TRANSFER ACCOUNTS","FTA INDIAN NORTHERN AFFAIRS","1996 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000016454","R1908A06","PLACER MINING EFFECTS ON YUKON STSREAMS","2009-09-11","1996-08-02","NEW","Accepted","Closed","1996-05-01","1996-12-13","N","0.000","N","N","$2,500.00","INDIAN  AFFAIRS NORTHERN DEVELOPMENT","RESEARCH CONTRACTS","1996 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000016455","R1908A07","ASSESSMENT OF ALTERNATE STATITISCAL APPROACHES IN THE RE","2009-09-11","1997-07-01","NEW","Accepted","Closed","1997-09-01","1999-08-31","N","0.000","N","N","$24,000.00","ENVIRONMENT CANADA","SCIENCE HORIZONS YOUTH INTERNSHIP PROGRAM","1997 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000016456","R1908A07001","REVIEW AND TEST STATISTICAL ANALYSIS OPTIONS FOR APPLICA","2009-09-11","1998-01-12","RNW","Accepted","Closed","1998-09-01","1999-03-31","N","0.000","N","N","$12,000.00","ENVIRONMENT CANADA","SCIENCE HORIZONS YOUTH INTERNSHIP PROGRAM","1998 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000016457","R1908A08","TO ESTABLISH A REFERENCE SITE DATABASE FOR CUMULATIVE IM","2009-09-11","1997-10-01","NEW","Accepted","Closed","1997-11-01","1998-08-31","N","0.000","N","N","$25,000.00","ONTARIO MINISTRY NATURAL RESOURCES","RESEARCH AGREEMENTS","1997 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000016458","","DEVELOPMENT OF THE REFERENCE CONDITION APPROACH FOR ASSE","2009-09-11","2000-04-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$533,421.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2000 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000016460","","INTEGRATED ENVIRONMENTAL ASSESSMENT OF YUKON STREAMS WIT","2009-09-11","2001-04-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$157,100.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2001 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000018664","X1277A31","MALCOM & RUTH FERGUSON GRANT IN LIFE SCIENCES (R. BAILEY","2009-09-11","1996-09-18","NEW","Accepted","Closed","1996-10-01","1997-09-30","N","0.000","N","N","$5,000.00","UWO FOUNDATION WESTERN","MALCOM & RUTH FERGUSON GRANT","1996 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000018889","X2360A02","BAILEY - 1997 SUMMER RESEARCH ASSISTANT","2009-09-11","1997-05-01","NEW","Accepted","Closed","1997-05-01","1997-09-30","N","0.000","N","N","$840.00","YOUTH OPPORTUNITIES UNLIMITED","SUMMER JOBS SERVICE","1997 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231000,"Zoology","0000018898","X2826A01","ACUNS CONFERENCE","2009-09-11","1997-01-27","NEW","Accepted","Closed","1997-10-01","1998-04-30","N","0.000","N","N","$1,500.00","UWO RSRCH PROMOTION FUND","VP (RESEARCH) NON-COMPETITION","1997 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231050,"Environmental Sciences","0000016469","R1908A15","FEASIBILITY STUDY FOR A LARGE-SCALE DRINKING WATER RESEA","2009-09-11","2004-06-30","NEW","Accepted","Accepted","2004-07-01","2013-10-31","N","0.000","N","N","$50,000.00","NETWORK CENTRES OF EXCELLENCE","CANADIAN WATER NETWORK","2004 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016451","R1908A01003","THE HIERARCHICAL STRUCTURE OF COMMUNITIES AND ECOSYSTEMS","2009-09-11","2000-11-01","RNW","Accepted","Closed","2001-04-01","2005-03-31","N","0.000","N","N","$269,250.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2000 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016452","R1908A01004","MULTIVARIATE NATURAL AND STRESSOR GRADIENTS IN FRESHWATE","2009-09-11","2004-11-01","RNW","Accepted","Closed","2005-04-01","2011-03-31","N","0.000","N","N","$198,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2004 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016459","R1908A09","ACQUATIC ECOSYSTEM ASSESSMENT FACILITY","2009-09-11","2000-03-01","NEW","Accepted","Closed","2001-05-01","2003-04-30","N","0.000","N","N","$58,418.00","ACADEMIC DEVELOPMENT FUND","ADF REGULAR GRANTS (CATEGORY A)","2000 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016461","R1908A10","NTG - SCHWINDT, JOHN","2009-09-11","2002-04-01","NEW","Accepted","Closed","2002-04-01","2003-03-31","N","0.000","N","N","$1,200.00","FUNDS TRANSFER ACCOUNTS","FTA INDIAN NORTHERN AFFAIRS","2002 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016462","","ENVIRONMENTAL ASSESSMENT, PROTECTION & REHABILITATION OF","2009-09-11","2003-01-31","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$100,000.00","ONT MIN AGRICULTURE FOOD & RURAL AFFAIRS","NEW DIRECTIONS IN AGRI-FOOD & RURAL RESEARCH PROGRAM","2003 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016463","R1908A11","REVIEW OF NATIONAL ASSESSMENT OF PULP AND PAPER DATA","2009-09-11","2002-05-01","NEW","Accepted","Closed","2002-05-01","2003-04-30","N","0.000","N","N","$2,500.00","ENVIRONMENT CANADA","RESEARCH CONTRACTS","2002 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016464","","INTEGRATED ECOLOGICAL AND SOCIOECONOMIC ASSESSMENT OF YU","2009-09-11","2003-04-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$298,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2003 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016465","R1908A14","SHORT AND LONG TERM EFFECTS OF LARVICIDING ON WETLAND BI","2009-09-11","2003-06-01","NEW","Accepted","Closed","2003-07-01","2006-08-31","N","0.000","N","N","$60,000.00","ONTARIO MINISTRY ENVIRONMENT","SPECIAL PROJECTS","2003 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016466","","INTERGRATED REFERENCE CONDITION APPROACH TO BIOASSESSMEN","2009-09-11","2004-11-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$10,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","NORTHERN RESEARCH SUPPLEMENT","2004 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016467","R1908A12","WATER AND SEDIMENT SAMPLE COLLECTION IN THAMES RIVER BAS","2009-09-11","2004-01-23","NEW","Accepted","Closed","2003-07-01","2004-11-30","N","0.000","N","N","$5,000.00","UPPER THAMES RIVER CONSERVATION AUTHOR","RESEARCH GRANTS","2004 - CONVERSION","FR0P Conversion"
"Bailey,Robert C","Bailey,Robert C","PI",231200,"Department of Biology","0000016468","R1908A13","BENTHIC MACROINVERTEBRATE SAMPLING AND IDENTIFICATION","2009-09-11","2004-02-05","NEW","Accepted","Closed","2003-05-01","2004-12-31","N","0.000","N","N","$750.00","ST CLAIR REGION CONSERVATION AUTHORITY","RESEARCH FUNDING","2004 - CONVERSION","FR0P Conversion"
