"Principal Investigator","CoInvestigator","Role",DeptID,"Department","Proposal","Award ID","Title","Created","Deadline","Type","Proposal Status","Award Status","Begin Date","End Date","Indirect Costs","Indirect Cost%","Matching Funds","Partner Contrib","Requested Amount","Sponsor","Pgm Name","Comp Name","Keyword"
"Thorn,Richard G.","Neff,Bryan David Tyson","CPI",231200,"Department of Biology","0000029239","","High yield, high purity DNA from difficult sources","2011-10-11","2011-10-25","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$49,129.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2011 FALL COMPETITION","Conservation Biology"
"Thorn,Richard G.","Neff,Bryan David Tyson","CPI",231200,"Department of Biology","0000029239","","High yield, high purity DNA from difficult sources","2011-10-11","2011-10-25","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$49,129.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2011 FALL COMPETITION","DNA"
"Thorn,Richard G.","Southam,Gordon","CPI",231200,"Department of Biology","0000029239","","High yield, high purity DNA from difficult sources","2011-10-11","2011-10-25","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$49,129.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2011 FALL COMPETITION","Conservation Biology"
"Thorn,Richard G.","Southam,Gordon","CPI",231200,"Department of Biology","0000029239","","High yield, high purity DNA from difficult sources","2011-10-11","2011-10-25","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$49,129.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2011 FALL COMPETITION","DNA"
"Thorn,Richard G.","Southam,Gordon","CPI",231200,"Department of Biology","0000029529","R3100A10","High yield, high purity DNA from difficult sources","2011-10-26","2011-11-15","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$49,129.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2011 COMPETITION","Conservation Biology"
"Thorn,Richard G.","Southam,Gordon","CPI",231200,"Department of Biology","0000029529","R3100A10","High yield, high purity DNA from difficult sources","2011-10-26","2011-11-15","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$49,129.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2011 COMPETITION","DNA"
"Thorn,Richard G.","Southam,Gordon","CPI",231200,"Department of Biology","0000029529","R3100A10","High yield, high purity DNA from difficult sources","2011-10-26","2011-11-15","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$49,129.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2011 COMPETITION","Genomics"
"Thorn,Richard G.","Thompson,Graham","CPI",231200,"Department of Biology","0000029239","","High yield, high purity DNA from difficult sources","2011-10-11","2011-10-25","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$49,129.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2011 FALL COMPETITION","Conservation Biology"
"Thorn,Richard G.","Thompson,Graham","CPI",231200,"Department of Biology","0000029239","","High yield, high purity DNA from difficult sources","2011-10-11","2011-10-25","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$49,129.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2011 FALL COMPETITION","DNA"
"Thorn,Richard G.","Thompson,Graham","CPI",231200,"Department of Biology","0000029529","R3100A10","High yield, high purity DNA from difficult sources","2011-10-26","2011-11-15","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$49,129.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2011 COMPETITION","Conservation Biology"
"Thorn,Richard G.","Thompson,Graham","CPI",231200,"Department of Biology","0000029529","R3100A10","High yield, high purity DNA from difficult sources","2011-10-26","2011-11-15","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$49,129.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2011 COMPETITION","DNA"
"Thorn,Richard G.","Thompson,Graham","CPI",231200,"Department of Biology","0000029529","R3100A10","High yield, high purity DNA from difficult sources","2011-10-26","2011-11-15","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$49,129.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2011 COMPETITION","Genomics"
"Thorn,Richard G.","Thorn,Richard G.","PI",230500,"Plant Sciences","0000017625","R3100A02","ADF SMALL GRANTS - DEVELOPMENT OF AN INTERACTIVE, COMPUT","2009-09-11","2000-03-01","NEW","Accepted","Closed","2001-01-01","2001-12-31","N","0.000","N","N","$7,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2000 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",230500,"Plant Sciences","0000017627","R3100A05","EQUIPMENT FOR MOLECULAR MICROBIAL ECOLOGY LABORATORY","2009-09-11","2000-03-01","NEW","Accepted","Closed","2001-05-01","2003-04-30","N","0.000","N","N","$46,013.00","ACADEMIC DEVELOPMENT FUND","ADF REGULAR GRANTS (CATEGORY A)","2000 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017619","R3100A01","NEMATODE-DESTROYING FUNGI OF COSTA RICA","2009-09-11","1999-11-05","NEW","Accepted","Closed","2000-10-01","2005-09-30","N","0.000","N","N","$50,822.00","NATIONAL SCIENCE FOUNDATION","RESEARCH PROJECT","1999 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017620","","A TIME-SPACE SLICE THROUGH THE TROPICAL MICROBIAL NETWOR","2009-09-11","2000-02-28","NEW","Withdrawn","","0000-00-00","0000-00-00","N","0.000","N","N","$74,880.00","NATIONAL SCIENCE FOUNDATION","RESEARCH PROJECT","2000 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017621","R3100A04","DIGITAL MICROSCOPY FOR FUNGAL ECOLOGY AND SYSTEMATICS","2009-09-11","2000-07-01","NEW","Accepted","Closed","2001-04-01","2003-03-31","N","0.000","N","N","$48,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2000 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017622","R3100A03","EVOLUTION AND ECOLOGY OF SOIL - AND LITTER - INHABITING","2009-09-11","2000-11-01","NEW","Accepted","Closed","2001-03-01","2007-03-31","N","0.000","N","N","$227,121.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2000 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017623","R3100A03001","ECOLOGY AND SYSTEMATICS OF SOIL FUNGI","2009-09-11","2005-11-01","RNW","Accepted","Closed","2006-04-01","2007-03-31","N","0.000","N","N","$407,511.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2005 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017624","R3100A03002","ECOLOGY AND SYSTEMATICS OF SOIL FUNGI","2009-09-11","2006-11-01","RNW","Accepted","Accepted","2007-04-01","2013-03-31","N","0.000","N","N","$412,561.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2006 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017628","R3100A07","START UP FUNDS","2009-09-11","2001-08-01","NEW","Accepted","Closed","2001-05-01","2003-04-30","N","0.000","N","N","$22,006.00","UWO INTERNAL SCIENCE","INTERNAL FUNDING","2001 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017629","","SOIL FUNGI AND SOIL HEALTH","2009-09-11","2002-10-11","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$100,000.00","ONTARIO MIN ENERGY SCIENCE & TECHNOLOGY","PREMIER'S RESEARCH EXCELLENCE AWARD","2002 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017630","R3100A08","ACQUISTITION OF DNA FINGERPRINT ANALYSIS SOFTWARE FOR FU","2009-09-11","2004-03-15","NEW","Accepted","Closed","2004-07-01","2005-06-30","N","0.000","N","N","$7,500.00","ACADEMIC DEVELOPMENT FUND","ADF GRANT PROGRAM","2004 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017631","","CANADIAN BIOFUELS AND BIOFERTILIZER NETWORK","2009-09-11","2007-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$337,500.00","AGRICULTURE & AGRI-FOOD CANADA","AGRICULTURAL BIOPRODUCTS INNOVATION PROGRAM","2007 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000017633","R3100A09","DOCTORAL SUPERVISION INTERNAL GRANT","2009-09-11","2009-05-01","NEW","Accepted","Closed","2009-05-01","2010-04-30","N","0.000","N","N","$3,000.00","UWO INTERNAL SCIENCE","DOCTORAL SUPERVISION INTERNAL GRANT","2009 CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000018733","","FELLOWSHIP - SZEDLAY, GYONGYI","2009-09-11","2002-10-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$1.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","NATO SCIENCE FELLOWSHIPS","2002 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000018821","X3551A01","IOF - THORN - MOBEES: A RESEARCH FACILITY FOR MOLECULAR","2009-09-11","2003-05-01","NEW","Accepted","Closed","2003-04-01","2011-03-31","N","0.000","N","N","$87,500.00","CANADA FOUNDATION INNOVATION","INFRASTRUCTURE OPERATING FUND","2003 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000021863","W3366A01","MOBEES: A RESEARCH FACILITY FOR MOLECULAR STUDIES IN BIO","2009-09-11","2002-03-01","NEW","Accepted","Closed","2001-11-01","2003-10-31","N","0.000","N","N","$142,676.00","CANADA FOUNDATION INNOVATION","NEW OPPORTUNITIES","2002 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000021864","W3366A02","MOBEES: A RESEARCH FACILITY FOR MOLECULAR STUDIES IN BIO","2009-09-11","2002-03-01","NEW","Accepted","Closed","2001-01-01","2004-04-30","N","0.000","N","N","$142,676.00","ONT INNOVATION TRUST","CFI NEW OPPORTUNITIES MATCHING","2002 - CONVERSION","FR0P Conversion"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000025177","","Arbuscular Mycorrhizae of Tallgrass Prairies","2010-02-25","2010-03-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$8,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2010 - SPRING COMPETITION","Agriculture"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000025177","","Arbuscular Mycorrhizae of Tallgrass Prairies","2010-02-25","2010-03-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$8,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2010 - SPRING COMPETITION","Biodiversity"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000025177","","Arbuscular Mycorrhizae of Tallgrass Prairies","2010-02-25","2010-03-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$8,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2010 - SPRING COMPETITION","DNA Sequencing"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000025177","","Arbuscular Mycorrhizae of Tallgrass Prairies","2010-02-25","2010-03-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$8,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2010 - SPRING COMPETITION","Ecology"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000025177","","Arbuscular Mycorrhizae of Tallgrass Prairies","2010-02-25","2010-03-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$8,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2010 - SPRING COMPETITION","Gc-ms"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000025177","","Arbuscular Mycorrhizae of Tallgrass Prairies","2010-02-25","2010-03-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$8,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2010 - SPRING COMPETITION","Phylogenetics"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000025712","","AUCC Students for Development Program (Linda Marroquin-P","2010-05-25","2010-05-10","NEW","Declined","","0000-00-00","0000-00-00","F","500.000","N","N","$9,100.00","ASSOCIATION UNIV & COLLEGES CANADA","STUDENTS FOR DEVELOPMENT","2ND ROUND INTERNSHIPS - 2010 SPRING COMPETITION","Tanzania"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000026751","","High yield, high purity DNA from difficult sources","2010-10-08","2010-10-25","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$45,800.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2010 FALL COMPETITION","Behaviour Genetics"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000026751","","High yield, high purity DNA from difficult sources","2010-10-08","2010-10-25","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$45,800.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2010 FALL COMPETITION","Environmental Biology"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000026751","","High yield, high purity DNA from difficult sources","2010-10-08","2010-10-25","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$45,800.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2010 FALL COMPETITION","Microbial Ecology"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000026751","","High yield, high purity DNA from difficult sources","2010-10-08","2010-10-25","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$45,800.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2010 FALL COMPETITION","Molecular Ecology"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000029004","","Next generation sequencing for fungal community analysis","2011-09-26","2011-10-17","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$8,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2011 FALL COMPETITION","DNA Sequencing"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000029004","","Next generation sequencing for fungal community analysis","2011-09-26","2011-10-17","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$8,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2011 FALL COMPETITION","Microbial Ecology"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000029128","","ECOLOGY AND SYSTEMATICS OF SOIL FUNGI","2011-10-04","2011-11-01","RNW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$271,408.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2011 FALL COMPETITION - FULL APPLICATION","Microbial Ecology"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000029128","","ECOLOGY AND SYSTEMATICS OF SOIL FUNGI","2011-10-04","2011-11-01","RNW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$271,408.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2011 FALL COMPETITION - FULL APPLICATION","Mycology"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000029239","","High yield, high purity DNA from difficult sources","2011-10-11","2011-10-25","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$49,129.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2011 FALL COMPETITION","Conservation Biology"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000029239","","High yield, high purity DNA from difficult sources","2011-10-11","2011-10-25","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$49,129.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2011 FALL COMPETITION","DNA"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000029529","R3100A10","High yield, high purity DNA from difficult sources","2011-10-26","2011-11-15","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$49,129.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2011 COMPETITION","Conservation Biology"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000029529","R3100A10","High yield, high purity DNA from difficult sources","2011-10-26","2011-11-15","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$49,129.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2011 COMPETITION","DNA"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000029529","R3100A10","High yield, high purity DNA from difficult sources","2011-10-26","2011-11-15","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$49,129.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2011 COMPETITION","Genomics"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000031909","","Impacts of disturbance on communities of soil fungi","2012-10-22","2012-11-01","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$240,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Fungal Diversity"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000031909","","Impacts of disturbance on communities of soil fungi","2012-10-22","2012-11-01","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$240,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Soil Ecology"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000031909","","Impacts of disturbance on communities of soil fungi","2012-10-22","2012-11-01","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$240,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Systematics"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000032037","R3100A11","Re-Discovery Grant","2012-10-26","2012-12-31","NEW","Accepted","Accepted","2012-05-01","2013-04-30","N","0.000","N","N","$7,500.00","UWO INTERNAL SCIENCE","RE-DISCOVERY GRANT PROGRAM","2012 FUNDING","Research Support"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000032571","R3100A12","Prospecting microbial communities for novel biopesticide","2013-01-29","2013-01-29","NEW","Accepted","Accepted","2013-05-01","2013-10-31","N","0.000","N","Y","$25,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","ENGAGE GRANTS","2013 OPEN COMPETITION","Biodiversity"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000032571","R3100A12","Prospecting microbial communities for novel biopesticide","2013-01-29","2013-01-29","NEW","Accepted","Accepted","2013-05-01","2013-10-31","N","0.000","N","Y","$25,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","ENGAGE GRANTS","2013 OPEN COMPETITION","DNA"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000032571","R3100A12","Prospecting microbial communities for novel biopesticide","2013-01-29","2013-01-29","NEW","Accepted","Accepted","2013-05-01","2013-10-31","N","0.000","N","Y","$25,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","ENGAGE GRANTS","2013 OPEN COMPETITION","Fungi"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000033300","","Impacts of disturbance on communities of soil fungi","2013-04-29","2013-04-30","NEW","Pending Approval","","0000-00-00","0000-00-00","N","0.000","Y","Y","$19,000.00","RW INTERNAL RESEARCH PROGRAMS","WESTERN STRATEGIC SUPPORT FOR NSERC SUCCESS - BRIDGE GRANT","2013 SPRING COMPETITION","Biodiversity"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000033300","","Impacts of disturbance on communities of soil fungi","2013-04-29","2013-04-30","NEW","Pending Approval","","0000-00-00","0000-00-00","N","0.000","Y","Y","$19,000.00","RW INTERNAL RESEARCH PROGRAMS","WESTERN STRATEGIC SUPPORT FOR NSERC SUCCESS - BRIDGE GRANT","2013 SPRING COMPETITION","Fungi"
"Thorn,Richard G.","Thorn,Richard G.","PI",231200,"Department of Biology","0000033300","","Impacts of disturbance on communities of soil fungi","2013-04-29","2013-04-30","NEW","Pending Approval","","0000-00-00","0000-00-00","N","0.000","Y","Y","$19,000.00","RW INTERNAL RESEARCH PROGRAMS","WESTERN STRATEGIC SUPPORT FOR NSERC SUCCESS - BRIDGE GRANT","2013 SPRING COMPETITION","Molecular Systematics"
"Tiampo,Kristy","Atkinson,Gail Marie","CPI",230700,"Earth Sciences","0000030520","","Stream computing and analytics for real-time hazard pred","2012-03-26","2012-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$387,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2012 SPRING COMPETITION","Computational Geophysics"
"Tiampo,Kristy","Atkinson,Gail Marie","CPI",230700,"Earth Sciences","0000030520","","Stream computing and analytics for real-time hazard pred","2012-03-26","2012-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$387,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2012 SPRING COMPETITION","Computational Methods"
"Tiampo,Kristy","Atkinson,Gail Marie","CPI",230700,"Earth Sciences","0000030520","","Stream computing and analytics for real-time hazard pred","2012-03-26","2012-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$387,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2012 SPRING COMPETITION","Hazard Reduction"
"Tiampo,Kristy","Bauer,Michael A.","CPI",231100,"Computer Science","0000030520","","Stream computing and analytics for real-time hazard pred","2012-03-26","2012-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$387,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2012 SPRING COMPETITION","Computational Geophysics"
"Tiampo,Kristy","Bauer,Michael A.","CPI",231100,"Computer Science","0000030520","","Stream computing and analytics for real-time hazard pred","2012-03-26","2012-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$387,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2012 SPRING COMPETITION","Computational Methods"
"Tiampo,Kristy","Bauer,Michael A.","CPI",231100,"Computer Science","0000030520","","Stream computing and analytics for real-time hazard pred","2012-03-26","2012-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$387,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2012 SPRING COMPETITION","Hazard Reduction"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017966","R3450A01","PATTERN ANALYSIS TECHNIQUES FOR THE STUDY OF EARTHQUAKE","2009-09-11","2002-11-01","NEW","Accepted","Closed","2003-04-01","2008-03-31","N","0.000","N","N","$180,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2002 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017967","R3450A01001","ADVANCED ANALYSIS OF GEOPHYSICAL DATA FOR IMPROVED UNDER","2009-09-11","2007-11-01","RNW","Accepted","Accepted","2008-04-01","2015-03-31","N","0.000","N","N","$235,850.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2007 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017968","R3450A03","EMERGENT MODES IN EARTHQUAKE FAULT SYSTEMS","2009-09-11","2003-05-08","NEW","Accepted","Closed","2003-02-01","2005-01-31","N","0.000","N","N","$15,000.00","SOUTHERN CALIFORNIA EARTHQUAKE CENTRE","RESEARCH GRANT","2003 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017969","R3450A03001","INTEGRATING THE STRESS ACCUMULATION METHOD AND PATTERN I","2009-09-11","2004-11-19","RNW","Accepted","Closed","2003-02-01","2007-01-31","N","0.000","N","N","$15,000.00","SOUTHERN CALIFORNIA EARTHQUAKE CENTRE","RESEARCH GRANT","2004 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017970","R3450A02","START UP FUNDS","2009-09-11","2003-04-01","NEW","Accepted","Closed","2003-09-01","2006-03-31","N","0.000","N","N","$35,000.00","UWO INTERNAL SCIENCE","INTERNAL FUNDING","2003 - CONVERSION","FR0P Conversion"
